"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0040827",143.226967428441,-2.05638010759039,0.24620629037907,-8.35226469812895,6.69663794996114e-17,1.13005765405594e-14
"FBgn0030041",65.8022081259691,-3.36386432114836,0.405865566569057,-8.28812443879987,1.15048180383055e-16,1.90181685939335e-14
"FBgn0036576",1436.41180670304,-1.10836146188056,0.134175050993613,-8.26056300089144,1.44986972150946e-16,2.3032338766374e-14
"FBgn0052521",2179.07570304733,-0.970946253389313,0.117540329489695,-8.26053710760132,1.45018429269762e-16,2.3032338766374e-14
"FBgn0003137",3589.84827954257,0.955598234530885,0.115792459618431,8.25268102672533,1.54880034868168e-16,2.41255438929262e-14
"FBgn0001258",1256.6493596435,0.986112792117954,0.119956434198745,8.22059107295697,2.02502639954319e-16,3.09485166722639e-14
"FBgn0004507",1528.5021318076,0.929888635610502,0.113329171999588,8.20520100167926,2.3020541733294e-16,3.45308125999409e-14
"FBgn0022160",1123.36859956671,-0.990252803051095,0.120805727672257,-8.19706831895943,2.46320467410174e-16,3.62762870185892e-14
"FBgn0031150",556.934007861574,1.17273680886779,0.143265213233252,8.1857750559338,2.70556682288847e-16,3.91340915453511e-14
"FBgn0001224",488.904176887221,1.44064826177623,0.176067895054458,8.18234500577541,2.78372682769806e-16,3.95582233409724e-14
"FBgn0032004",627.963427592319,-1.13211696768202,0.140682445256612,-8.04732222003237,8.46251681409805e-16,1.18183424472749e-13
"FBgn0000043",24497.1729824114,0.752786144693354,0.0942135322047952,7.99021252124373,1.3470633445241e-15,1.84935815095682e-13
"FBgn0033635",2171.63082136424,0.861421516550867,0.107841488816525,7.98784888825521,1.3731361726277e-15,1.85373383304739e-13
"FBgn0037468",2135.10789882254,0.930646921812619,0.116561357615009,7.98418052821977,1.41458872621728e-15,1.8783883085836e-13
"FBgn0063649",439.796524756026,-1.28857128064898,0.164715766498927,-7.82299902454915,5.15795046407303e-15,6.73861270306316e-13
"FBgn0038149",819.896403555048,1.07686007474545,0.138516789801748,7.77422055684878,7.59133722942113e-15,9.76029072354145e-13
"FBgn0001137",329.573945330849,-1.33428630888504,0.17194995327698,-7.7597363852478,8.51060984642216e-15,1.0771240586878e-12
"FBgn0026376",955.487703172541,-1.10588490870482,0.143989909713887,-7.68029447967746,1.58723298452496e-14,1.97793648840802e-12
"FBgn0002527",26824.0058150399,-0.775330248941548,0.101662017094492,-7.62654795862355,2.41123250842804e-14,2.95923989670714e-12
"FBgn0034718",423.977857637285,1.19025589193929,0.156193011908023,7.62041705579116,2.52857402806912e-14,3.05693278020296e-12
"FBgn0086355",3552.31047490016,0.786774966460831,0.10332337965876,7.61468477956555,2.64335775613933e-14,3.14870556246008e-12
"FBgn0039109",321.33554523798,-1.31473372360895,0.174105598688633,-7.55135810399866,4.30742670715763e-14,5.05654439535896e-12
"FBgn0040813",26570.9284375861,-1.05293355976721,0.13982401632273,-7.53041993398985,5.05773967751185e-14,5.85252734112086e-12
"FBgn0023549",167.409635972198,-1.65066376184861,0.220779409364477,-7.47652947618675,7.63110328044954e-14,8.7059065593861e-12
"FBgn0001091",3672.70572291349,0.756585378673475,0.101750044868842,7.43572525838912,1.0399578466426e-13,1.16995257747293e-11
"FBgn0010395",699.530204505333,1.03803435883735,0.139963775458449,7.41645011673401,1.20301161508253e-13,1.33484850440664e-11
"FBgn0001225",352.190648889472,1.3035305292957,0.176648478654137,7.37923439379233,1.59202339050571e-13,1.7426201977157e-11
"FBgn0063498",225.557449525653,-1.45926979451583,0.199605997477084,-7.31075124475337,2.65652928813221e-13,2.86905163118278e-11
"FBgn0051523",2909.90050695854,-0.797550270450045,0.109374348335509,-7.29193163284993,3.05542211908875e-13,3.24300340483877e-11
"FBgn0031327",632.386246184255,1.01166287704218,0.138760207713895,7.29072760634733,3.08285508855044e-13,3.24300340483877e-11
"FBgn0024288",42.5572925788078,-4.26199893622753,0.591492342886774,-7.20550145320035,5.78306272162106e-13,6.00548821091418e-11
"FBgn0033764",53.9055340679537,3.26623810594928,0.454220038490696,7.19087188844089,6.43788688238829e-13,6.60087136042344e-11
"FBgn0026721",3117.15210555036,-0.807642570031028,0.112521830444612,-7.1776522550314,7.09186619640413e-13,7.18051452385918e-11
"FBgn0034638",1199.60266245592,-0.881330656925371,0.123322947598599,-7.14652604472275,8.90015095120986e-13,8.90015095120986e-11
"FBgn0016715",110.047965080917,-1.92597922254458,0.269718787287481,-7.14069361616908,9.28611280448021e-13,9.17286752637679e-11
"FBgn0050147",708.763751729547,-0.950907483909376,0.133562024155716,-7.11959473450884,1.08244865940707e-12,1.05636555918039e-10
"FBgn0004396",1731.04206079789,1.00146458700099,0.141333912084056,7.0858053260805,1.38238024601663e-12,1.3330095229446e-10
"FBgn0030237",1444.27757870125,-0.954526617738872,0.136225092201969,-7.00698088956826,2.43515511865433e-12,2.30197054222133e-10
"FBgn0035765",415.673209516041,1.10340785837424,0.157484144183303,7.00646953441826,2.44406748927203e-12,2.30197054222133e-10
"FBgn0039714",1755.96888422153,-0.759965362865185,0.110450853414004,-6.880574838264,5.96115185901681e-12,5.55003793770531e-10
"FBgn0032405",66.410798568358,2.52129488178355,0.366562194215466,6.87821854400384,6.06056469296195e-12,5.57847431965816e-10
"FBgn0029766",16231.9277229275,-0.692988513514421,0.100963268707038,-6.86376860009598,6.70672392290351e-12,6.05612002094459e-10
"FBgn0043841",10989.8977257291,-0.716905446347723,0.104455000303798,-6.86329466528809,6.72902224549399e-12,6.05612002094459e-10
"FBgn0031322",300.806943088124,-1.30884221249319,0.191270953944975,-6.84286968563831,7.76222589454077e-12,6.90923403799783e-10
"FBgn0035266",327.342279050199,1.1712425080116,0.172570378399827,6.78704259022921,1.14455429336971e-11,1.00770541046681e-09
"FBgn0036968",508.213421260804,-1.0066327476542,0.148815102365198,-6.76431848418103,1.33938162176604e-11,1.16655818669945e-09
"FBgn0033113",279.959095597848,1.31779015673256,0.197839631788282,6.6609007751429,2.72154345209826e-11,2.34515978319106e-09
"FBgn0037290",50.414367892868,2.9339688829035,0.440623041923259,6.65868237416075,2.76293299694908e-11,2.35576392371447e-09
"FBgn0051038",559.223536207416,-0.986857629854623,0.148403376995773,-6.64983270483619,2.93426347076302e-11,2.45440755987015e-09
"FBgn0040271",773.686093435527,0.919982713531842,0.138351923274544,6.64958384211428,2.93922880626426e-11,2.45440755987015e-09
"FBgn0036663",5860.11232413765,-0.693022190806018,0.104544734259246,-6.62895358352039,3.38074859565895e-11,2.79429220661607e-09
"FBgn0032775",2289.14002607599,-0.711604761466654,0.107406177713882,-6.62536156311504,3.46399241003636e-11,2.83417560821157e-09
"FBgn0040752",3781.76446010385,-0.927367533725373,0.140123599836402,-6.61821088530482,3.63572124773532e-11,2.94493421066561e-09
"FBgn0003884",33490.2588510175,0.626515659445262,0.0947466525961121,6.61253608732738,3.77790977469710e-11,3.02980882921253e-09
"FBgn0260011",80.9422511372176,2.17114425883348,0.330196619771791,6.57530734364884,4.8552772434978e-11,3.85566134042472e-09
"FBgn0035542",438.024880885234,-1.09575431731909,0.166859651051272,-6.5669220234818,5.13659271871139e-11,4.03945640986042e-09
"FBgn0039809",408.795100065533,-1.04522468164898,0.160158663139357,-6.52618260642892,6.74670606894521e-11,5.25464607292848e-09
"FBgn0260966",598.574852226643,-1.0445551227433,0.161140352328392,-6.48226907568485,9.03533132415708e-11,6.97011273577832e-09
"FBgn0024315",63.9805713242222,-2.30797861691369,0.356477864461977,-6.47439531875859,9.51923786461648e-11,7.27413459465976e-09
"FBgn0040388",975.004164865917,-0.862356013867881,0.133467084429874,-6.46118867098634,1.0388369913689e-10,7.86409311223186e-09
"FBgn0013763",22422.7536009202,-0.725173292032105,0.112566406034512,-6.44218215343723,1.17767815709853e-10,8.83258617823898e-09
"FBgn0051337",691.392122151799,-0.989015043513847,0.153945151781895,-6.42446372663334,1.32335211459153e-10,9.83408452127654e-09
"FBgn0035811",874.507998372304,0.837951857576864,0.130518549144232,6.42017447382802,1.36118246353275e-10,1.00232526860139e-08
"FBgn0000567",190.197480025554,-1.41378208475002,0.220492012187637,-6.41194241334646,1.43677112996851e-10,1.0484546083554e-08
"FBgn0033504",1589.83401709047,-0.803046240695091,0.125638197743646,-6.39173639161583,1.64012475543997e-10,1.18616165348783e-08
"FBgn0085359",36.4556452054278,-5.24685887782339,0.821112066653404,-6.38994248276967,1.65948162777193e-10,1.18953992787192e-08
"FBgn0036684",652.847207354626,-0.89297120681352,0.139815332165311,-6.38679029677313,1.69403688404395e-10,1.20365778603123e-08
"FBgn0037239",543.861303994855,-0.907414074381629,0.142340710711225,-6.37494410311433,1.83029694632367e-10,1.28916567523667e-08
"FBgn0031547",171.71496124749,-1.48379511465132,0.233269701884682,-6.36085656501092,2.00631733783748e-10,1.40096296866238e-08
"FBgn0035403",387.979942138036,-1.05618702619591,0.166176351105369,-6.35582030277097,2.07317270681033e-10,1.43527341240715e-08
"FBgn0027580",1017.51865116923,-0.820634918765343,0.129283800579119,-6.34754636767606,2.1877605166913e-10,1.50124320845096e-08
"FBgn0036299",551.828294755031,0.914722556420295,0.144161795007398,6.34511075818219,2.22265480655694e-10,1.50124320845096e-08
"FBgn0033095",1138.2460786613,0.763397649632577,0.120314588428599,6.34501318255031,2.22406401251994e-10,1.50124320845096e-08
"FBgn0028542",926.839245590784,-0.903455154711959,0.142538356385372,-6.33833010021065,2.32268777817292e-10,1.55485710770254e-08
"FBgn0051195",713.198755605487,0.836455449742975,0.132149444629771,6.32961759382631,2.45769529572729e-10,1.63174851601566e-08
"FBgn0004369",602.680209374385,-0.913839729750301,0.144754962451223,-6.31301141097825,2.73657311057972e-10,1.80213351184518e-08
"FBgn0051431",1609.50466277093,-0.732363877783337,0.11609869648129,-6.30811456097064,2.82455120964456e-10,1.84506974178395e-08
"FBgn0261560",1224.46859812419,-0.789426913957648,0.1256118252324,-6.28465443040173,3.28583763167956e-10,2.12922278532836e-08
"FBgn0261015",269.680998158991,-1.17896583351563,0.187729220360567,-6.28014025334587,3.38267732454013e-10,2.17457828006151e-08
"FBgn0001257",6440.57313079565,0.636362353623294,0.101801327062214,6.25102218200348,4.07774950135148e-10,2.6007693670037e-08
"FBgn0036896",455.756170455542,-0.969121758512286,0.155360403839329,-6.23789417742846,4.43500496616496e-10,2.80652658015126e-08
"FBgn0003076",1185.78511091867,0.765932553414563,0.122860072290011,6.23418608778431,4.54132990218527e-10,2.85153272927912e-08
"FBgn0039479",153.769680073015,1.42383078406893,0.228448051852443,6.23262388330017,4.58686541506529e-10,2.85796998938683e-08
"FBgn0029801",1082.38890518975,-0.780956096944217,0.12547151458783,-6.22417047813307,4.84110465699501e-10,2.99335478791294e-08
"FBgn0003074",1742.38896828713,0.699453215084007,0.112736380079362,6.20432565416431,5.49319326064931e-10,3.37082313721662e-08
"FBgn0034885",140.693385019417,1.55882931401878,0.251743410858916,6.19213551091665,5.93544875732422e-10,3.61482217551325e-08
"FBgn0028327",2962.91741196553,0.673986170234675,0.109119631021993,6.17658036342548,6.55048741131886e-10,3.94931055328564e-08
"FBgn0031703",68.675770801456,-2.0851269145978,0.337627658017924,-6.17581784276423,6.58218425547606e-10,3.94931055328564e-08
"FBgn0027596",587.68034501047,-0.930741821980119,0.150904418346595,-6.16775726103926,6.92653643907783e-10,4.12536361445077e-08
"FBgn0027836",2734.51761577678,0.644928551018911,0.104704629975651,6.15950365488986,7.2973296674949e-10,4.31447958443129e-08
"FBgn0037683",1097.03061318619,-0.921039749970136,0.149752895781768,-6.15039692663003,7.72892740600418e-10,4.53654434700245e-08
"FBgn0040398",3156.85001406434,-0.721599171642673,0.117791069719931,-6.1260940524473,9.00625811541736e-10,5.2482511320058e-08
"FBgn0031313",1157.82556382007,-0.723405137850562,0.1182474662447,-6.11772210284454,9.49224111035933e-10,5.49193949956504e-08
"FBgn0031359",438.99806429651,-0.934702928102374,0.153020437179988,-6.10835353321427,1.00664178896171e-09,5.74663579093959e-08
"FBgn0034389",76.1407491953689,-2.03201602897333,0.332668671439175,-6.10822780570985,1.00743491643632e-09,5.74663579093959e-08
"FBgn0030805",294.512222781103,1.06051139785306,0.174318850375094,6.08374479048645,1.17407438216628e-09,6.60930063015732e-08
"FBgn0032598",259.266665721316,1.13016018708747,0.185770993356859,6.08362030404003,1.17498677869463e-09,6.60930063015732e-08
"FBgn0031449",671.956678877602,-0.820315208536218,0.135018947995943,-6.07555621423495,1.23558684997267e-09,6.90224378260596e-08
"FBgn0041629",11209.9440566981,0.58642306590814,0.0970383130999105,6.04321166737884,1.5107624299771e-09,8.38162718000992e-08
"FBgn0038198",53.0052288694675,2.64972907707081,0.439246839365147,6.03243743518001,1.6150488016534e-09,8.89924849890648e-08
"FBgn0033495",50.5565342174138,-2.42175699540995,0.402558989676541,-6.01590588588233,1.78883483396447e-09,9.79024469940016e-08
"FBgn0037607",4470.73722813401,0.603774496182952,0.100504124204334,6.00745990239587,1.88452392684769e-09,1.02447273875613e-07
"FBgn0031307",1533.97169826399,0.68710868717958,0.114995442941224,5.97509492207245,2.29956248868568e-09,1.24176374389027e-07
"FBgn0003887",20038.2998399438,0.565523157530327,0.0948085200348783,5.96489806319391,2.44786811889213e-09,1.31309481874346e-07
"FBgn0050069",1133.88946072802,-0.953428618752327,0.160011664904743,-5.95849445926278,2.54572277646447e-09,1.35660226903699e-07
"FBgn0051642",94.8877338165066,1.86315457713335,0.316139777530416,5.89345191449087,3.78210195846229e-09,2.0022892721271e-07
"FBgn0031374",1438.40283823882,-0.78523239020945,0.133537356241551,-5.88024514121031,4.09659315586178e-09,2.15470159496626e-07
"FBgn0039257",364.389005182196,-0.976469614210096,0.16612722684077,-5.87784213809833,4.15649005598564e-09,2.17210125506346e-07
"FBgn0085402",3899.71322945838,-0.641397392833163,0.109158389613443,-5.87584147315211,4.20700781164998e-09,2.18440790220287e-07
"FBgn0038293",2660.52308060867,0.619470819020246,0.106109144960925,5.83805306553333,5.28143376896468e-09,2.72481614831935e-07
"FBgn0003888",5598.97647724533,0.578741987477108,0.0996074209144115,5.81022962108814,6.23872140085455e-09,3.19833185740012e-07
"FBgn0052135",161.480205868115,1.30193708895994,0.225444251852908,5.77498462817051,7.69601107791029e-09,3.92060941704864e-07
"FBgn0027949",1138.64431956869,0.699934809033777,0.121340902933919,5.76833361306827,8.00592017758072e-09,4.05299708990024e-07
"FBgn0004108",557.67072674261,0.813965822104601,0.141383585084459,5.75714515669099,8.55483453640126e-09,4.30398507731989e-07
"FBgn0024984",102.041995051612,1.57334452087922,0.275130273106793,5.71854381240164,1.07440815831191e-08,5.37204079155955e-07
"FBgn0031117",278.176306018416,1.06942131893895,0.187136664407199,5.71465416639011,1.09927351439545e-08,5.46264752552338e-07
"FBgn0032036",5495.332126252,-0.562680432949896,0.099142027391673,-5.67549855246511,1.38285313124507e-08,6.82994534334456e-07
"FBgn0010225",9508.59702859617,-0.569582189861793,0.100525508614849,-5.66604633699565,1.46130022819914e-08,7.17365566570488e-07
"FBgn0033782",126.603768553509,-1.40484705710028,0.249095195810414,-5.63979988666465,1.70247904212735e-08,8.30727725375395e-07
"FBgn0036732",1853.74746604187,-0.637396641439741,0.113301641464987,-5.6256611395759,1.8479880288221e-08,8.96329522961615e-07
"FBgn0029092",5941.67523349501,-0.565783175401209,0.100917493952937,-5.60639343328386,2.06586072878853e-08,9.96039994237327e-07
"FBgn0261545",1207.78033320857,-0.72728003440574,0.129828428161495,-5.60185503825916,2.12069880049058e-08,1.01642960260199e-06
"FBgn0261238",740.677594908182,0.77873156342572,0.139224686988779,5.59334396986995,2.22737395937483e-08,1.05896513697463e-06
"FBgn0005593",27092.0537662676,-0.642434864799977,0.114870156104451,-5.59270472494015,2.23559306694643e-08,1.05896513697463e-06
"FBgn0261284",43.1083299107718,2.53031746027302,0.4534305336544,5.5803861285654,2.39985224104458e-08,1.1301629739803e-06
"FBgn0045852",1545.58951515067,-0.66415776904714,0.119486121667352,-5.55845113875357,2.72179128235694e-08,1.27436470445614e-06
"FBgn0020240",1810.96194636442,0.651708954876605,0.117355815045207,5.55327364583988,2.80368647045489e-08,1.30367771086443e-06
"FBgn0031148",2301.89576090212,0.6473346015032,0.1165849495864,5.55247142791331,2.81658764692932e-08,1.30367771086443e-06
"FBgn0004652",1525.16165955416,-0.776458512302251,0.140639500951875,-5.52091344925877,3.37241873943987e-08,1.55207907894676e-06
"FBgn0028990",1055.3935292605,-0.712778526081201,0.129138522403438,-5.51948801035858,3.39988789074356e-08,1.55588089915383e-06
"FBgn0020257",787.930737721511,-0.755363189723373,0.137057190300578,-5.51129924717408,3.56194535966803e-08,1.62088524793882e-06
"FBgn0003886",349.460856147666,0.92212397024686,0.167481673517925,5.50582013469174,3.67453551645116e-08,1.66277864152259e-06
"FBgn0028514",369.285672287114,-0.907110608289189,0.164966050685329,-5.49877144127971,3.82446465817239e-08,1.72100909617758e-06
"FBgn0032451",466.046419066668,0.864768362414145,0.15739530898859,5.49424482833115,3.92385823172684e-08,1.74864980804978e-06
"FBgn0014869",1271.47374594714,0.646935150940508,0.11775279979206,5.49401077581964,3.9290650008032e-08,1.74864980804978e-06
"FBgn0026585",1566.68616888572,0.634950866047392,0.115598054841859,5.49274697499038,3.95729568024885e-08,1.75158989125769e-06
"FBgn0037153",86.6786249236563,1.64001013315884,0.298917681103212,5.48649423181017,4.09988804248911e-08,1.80484201870445e-06
"FBgn0036752",4201.14865828776,0.566679177672532,0.103394363142892,5.48075504744275,4.23514505939163e-08,1.85430675573363e-06
"FBgn0031913",715.726109900107,-0.779209727328161,0.142272007817086,-5.47690117883176,4.32838778815843e-08,1.88494306903673e-06
"FBgn0039613",1989.85414184766,-0.606580382388843,0.11087174364259,-5.4710096771296,4.47478860622805e-08,1.93827741767097e-06
"FBgn0000299",41687.0081241576,0.641415363106548,0.117390021148421,5.46396837509364,4.65606520873612e-08,2.00607064844482e-06
"FBgn0036824",2368.16717606993,-0.636582086721037,0.11703362261704,-5.43930942652331,5.34874887796514e-08,2.29232094769935e-06
"FBgn0033426",256.184363983694,-1.04065766120697,0.191397946517731,-5.43714120313495,5.41422305481077e-08,2.30816877599828e-06
"FBgn0086450",4523.29624138587,-0.567834405245282,0.104600718197816,-5.42858992776149,5.68010239182651e-08,2.40883923423009e-06
"FBgn0260486",1367.80850745169,-0.763279806959421,0.141115040696368,-5.40891887351497,6.34063416927903e-08,2.67495504016459e-06
"FBgn0030037",554.591291556272,0.765400479948789,0.142062271902299,5.38778149680149,7.13326988859279e-08,2.99375575635241e-06
"FBgn0013811",277.29338179148,-0.962488916524499,0.178713889481482,-5.38564136966102,7.21867704912248e-08,3.00498806682848e-06
"FBgn0034405",1747.23729416236,0.612837336106758,0.113799145785347,5.3852542730217,7.23423053125375e-08,3.00498806682848e-06
"FBgn0000042",63523.2746359694,0.501799727618929,0.0932702891115267,5.38005974248572,7.44611239259442e-08,3.06279769150092e-06
"FBgn0028473",17578.0848372889,-0.557424728859742,0.103610750408648,-5.37998930285923,7.44902648426768e-08,3.06279769150092e-06
"FBgn0003502",936.224974476562,0.663472106904766,0.123892582508377,5.35522057472572,8.54521086655264e-08,3.49576808177153e-06
"FBgn0063492",447.380372485843,0.842595339627687,0.157397216466728,5.3533052143003,8.63619943393548e-08,3.51523695552148e-06
"FBgn0004893",355.106765883286,-0.89640170525238,0.167661047756504,-5.34651141244348,8.96656299070925e-08,3.63145801123725e-06
"FBgn0030529",6425.79704132154,-0.533365620937921,0.0998283648384337,-5.34282637806541,9.15084035605673e-08,3.68765208378406e-06
"FBgn0250906",2198.93240744784,0.575058923208098,0.107755302607013,5.33671113435001,9.46476460140091e-08,3.7742604879844e-06
"FBgn0035968",233.64383696899,1.0439010654914,0.195624336553892,5.33625357601566,9.48866790730681e-08,3.7742604879844e-06
"FBgn0086910",76.4128770730273,1.68686803566263,0.31613376871832,5.3359311866669,9.50554493270144e-08,3.7742604879844e-06
"FBgn0031261",2276.37604527259,-0.581144946966016,0.110407027952848,-5.26365900560432,1.41216263145544e-07,5.57976454379953e-06
"FBgn0015371",263.657420440371,-1.03333571647641,0.196699786535902,-5.25336470707256,1.49345390765442e-07,5.87231876310718e-06
"FBgn0000405",1722.51194161205,0.624813965967652,0.119009818470825,5.25010435269946,1.52013070509545e-07,5.94833754167783e-06
"FBgn0085446",3204.72222926956,0.60187818105531,0.115008949153092,5.23331606355374,1.66495681901993e-07,6.483726074068e-06
"FBgn0011722",10100.3261035734,-0.540502023086238,0.103332958217377,-5.23068372773387,1.68884233036655e-07,6.54527410333448e-06
"FBgn0032400",279.287807542824,-0.936740970581248,0.179140769655426,-5.22907751475586,1.70357932089422e-07,6.57094880916341e-06
"FBgn0038476",1018.1329350485,0.638189991879527,0.122171909050177,5.22370483395995,1.75378261256437e-07,6.73253040842247e-06
"FBgn0025678",8201.70036247987,0.521350923755595,0.100020132861431,5.21245982024321,1.863529391649e-07,7.1200887133759e-06
"FBgn0033724",125.187639125702,1.36845851257861,0.262713710451245,5.20893450984383,1.89928130743649e-07,7.22261905644864e-06
"FBgn0035150",1917.12204467204,0.56720563481384,0.109322867934552,5.18835304570865,2.12162089949509e-07,8.03043424575243e-06
"FBgn0029147",770.562263661491,0.682739248434284,0.1317025341739,5.18394921340537,2.17236110451393e-07,8.18424416119202e-06
"FBgn0038351",67.8785774220221,-1.71194217458665,0.33076296765878,-5.17573713497671,2.27012890403592e-07,8.51298339013469e-06
"FBgn0035761",442.145579970243,0.791512928360977,0.152992251984055,5.17354910524142,2.29688721738944e-07,8.57363431375782e-06
"FBgn0086365",2631.4230703423,-0.545146112413923,0.105514260643703,-5.16656335445267,2.38437405702781e-07,8.85937149629598e-06
